primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename
abhori1,[],['alarm call'],-32.5702,27.3153,Oriolus larvatus,African Black-headed Oriole,Daniel Danckwerts,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/247353,abhori1/XC247353.ogg
abhori1,[],['call'],-33.7115,26.3607,Oriolus larvatus,African Black-headed Oriole,Christoph Groenewald,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/255209,abhori1/XC255209.ogg
abhori1,[],['call'],-33.0632,26.5668,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/268630,abhori1/XC268630.ogg
abhori1,['combul2'],['call'],6.902,40.8538,Oriolus larvatus,African Black-headed Oriole,Guido O. Keijl,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/294766,abhori1/XC294766.ogg
abhori1,[],['call'],-33.2944,26.5114,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/307329,abhori1/XC307329.ogg
abhori1,['somgre1'],['call'],-33.7187,26.4015,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.5,https://www.xeno-canto.org/316920,abhori1/XC316920.ogg
abhori1,[],"['alarm call', 'call']",-21.2911,32.3618,Oriolus larvatus,African Black-headed Oriole,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/329476,abhori1/XC329476.ogg
abhori1,['reedov1'],['call'],-26.0873,27.8445,Oriolus larvatus,African Black-headed Oriole,Philip Booysen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/331499,abhori1/XC331499.ogg
abhori1,['somgre1'],"['call', 'song']",-33.594,26.8969,Oriolus larvatus,African Black-headed Oriole,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/332545,abhori1/XC332545.ogg
abhori1,[],['call'],-33.3247,26.6159,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/354453,abhori1/XC354453.ogg
abhori1,['laudov1'],"['alarm call', 'song']",-24.556,31.5555,Oriolus larvatus,African Black-headed Oriole,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/361351,abhori1/XC361351.ogg
abhori1,['reedov1'],"['call', 'song']",-25.6247,28.9445,Oriolus larvatus,African Black-headed Oriole,Faansie Peacock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/364300,abhori1/XC364300.ogg
abhori1,['rindov'],"['alarm call', 'call']",-23.5563,31.4431,Oriolus larvatus,African Black-headed Oriole,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/368179,abhori1/XC368179.ogg
abhori1,['rindov'],['call'],-33.543,26.6045,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/377499,abhori1/XC377499.ogg
abhori1,[],['call'],-2.9965,37.6244,Oriolus larvatus,African Black-headed Oriole,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/393447,abhori1/XC393447.ogg
abhori1,[],['call'],-2.9965,37.6244,Oriolus larvatus,African Black-headed Oriole,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/393448,abhori1/XC393448.ogg
abhori1,[],['call'],-2.9965,37.6244,Oriolus larvatus,African Black-headed Oriole,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/393449,abhori1/XC393449.ogg
abhori1,[],['call'],-33.7593,24.6915,Oriolus larvatus,African Black-headed Oriole,Alan Collett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/396271,abhori1/XC396271.ogg
abhori1,[],['call'],-33.9737,23.8838,Oriolus larvatus,African Black-headed Oriole,Dawie de Swardt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/412167,abhori1/XC412167.ogg
abhori1,[],"['call', 'footsteps', 'wind']",-10.7869,25.4884,Oriolus larvatus,African Black-headed Oriole,Robert Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/413571,abhori1/XC413571.ogg
abhori1,[],"['alarm call', 'call']",-33.5443,26.7893,Oriolus larvatus,African Black-headed Oriole,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/424186,abhori1/XC424186.ogg
abhori1,[],['call'],-33.543,26.7806,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/424819,abhori1/XC424819.ogg
abhori1,[],['call'],-33.2947,26.5107,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/428882,abhori1/XC428882.ogg
abhori1,[],['call'],-33.2945,26.5106,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/428883,abhori1/XC428883.ogg
abhori1,['crheag1'],['call'],-29.8582,30.9842,Oriolus larvatus,African Black-headed Oriole,Mick (Mike) Jackson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.5,https://www.xeno-canto.org/430723,abhori1/XC430723.ogg
abhori1,[],"['call', 'female', 'male']",-33.2946,26.511,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/431061,abhori1/XC431061.ogg
abhori1,"['colsun2', 'somgre1']",['call'],-33.5444,26.7468,Oriolus larvatus,African Black-headed Oriole,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/437435,abhori1/XC437435.ogg
abhori1,[],['call'],-24.1556,30.9443,Oriolus larvatus,African Black-headed Oriole,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/444137,abhori1/XC444137.ogg
abhori1,[],['call'],-29.7848,30.7959,Oriolus larvatus,African Black-headed Oriole,Ted,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/466067,abhori1/XC466067.ogg
abhori1,[],['call'],-33.4497,27.0388,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/467135,abhori1/XC467135.ogg
abhori1,"['chibat1', 'reftin1']",['call'],-33.464,27.0628,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/467136,abhori1/XC467136.ogg
abhori1,[],['call'],-33.7112,26.363,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/489199,abhori1/XC489199.ogg
abhori1,"['reftin1', 'somgre1']",['call'],-33.4914,26.8806,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/492716,abhori1/XC492716.ogg
abhori1,[],['call'],-23.0107,29.8998,Oriolus larvatus,African Black-headed Oriole,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/502782,abhori1/XC502782.ogg
abhori1,[],"['call', 'sex uncertain']",4.8565,38.1672,Oriolus larvatus,African Black-headed Oriole,Aladdin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/511033,abhori1/XC511033.ogg
abhori1,"['amesun2', 'spepig1']","['adult', 'call', 'sex uncertain']",-33.2945,26.5107,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/541155,abhori1/XC541155.ogg
abhori1,[],['call'],-8.5698,13.8539,Oriolus larvatus,African Black-headed Oriole,Arnon Dattner,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/568398,abhori1/XC568398.ogg
abhori1,"['colsun2', 'grbcam1', 'reccuc1', 'spemou2', 'varsun2']","['adult', 'call', 'sex uncertain']",-2.9858,37.5975,Oriolus larvatus,African Black-headed Oriole,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/607151,abhori1/XC607151.ogg
abhori1,[],"['adult', 'call', 'sex uncertain']",-2.9858,37.5975,Oriolus larvatus,African Black-headed Oriole,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/607403,abhori1/XC607403.ogg
abhori1,[],"['adult', 'call', 'sex uncertain', 'song']",-33.3234,26.6003,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/641917,abhori1/XC641917.ogg
abhori1,"['colsun2', 'rindov', 'somgre1']","['adult', 'call', 'song']",-33.4594,26.6067,Oriolus larvatus,African Black-headed Oriole,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/649551,abhori1/XC649551.ogg
abhori1,[],"['adult', 'alarm call', 'call', 'sex uncertain', 'song']",-33.4765,26.6259,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/649808,abhori1/XC649808.ogg
abhori1,['laudov1'],"['adult', 'call', 'sex uncertain']",-26.6482,26.5206,Oriolus larvatus,African Black-headed Oriole,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.5,https://www.xeno-canto.org/667117,abhori1/XC667117.ogg
abythr1,[],['call'],-1.24,36.787,Turdus abyssinicus,Abyssinian Thrush,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/205444,abythr1/XC205444.ogg
abythr1,[],['call'],-1.384,29.5982,Turdus abyssinicus,Abyssinian Thrush,Crammy Wanyama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/221571,abythr1/XC221571.ogg
abythr1,"['combul2', 'strsee1']",['call'],-1.262,36.806,Turdus abyssinicus,Abyssinian Thrush,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/233199,abythr1/XC233199.ogg
abythr1,[],"['call', 'song']",-1.262,36.806,Turdus abyssinicus,Abyssinian Thrush,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/233201,abythr1/XC233201.ogg
abythr1,[],['call'],-1.2502,29.7971,Turdus abyssinicus,Abyssinian Thrush,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/234743,abythr1/XC234743.ogg
abythr1,[],['call'],7.081,38.639,Turdus abyssinicus,Abyssinian Thrush,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/266325,abythr1/XC266325.ogg
abythr1,['bswdov1'],['call'],7.0769,38.6401,Turdus abyssinicus,Abyssinian Thrush,Guido O. Keijl,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/294946,abythr1/XC294946.ogg
abythr1,"['grbcam1', 'rindov']",['call'],-1.2522,34.8997,Turdus abyssinicus,Abyssinian Thrush,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/364265,abythr1/XC364265.ogg
abythr1,[],['call'],-1.2639,36.7684,Turdus abyssinicus,Abyssinian Thrush,Anne Ndung'u,Creative Commons Attribution-ShareAlike 4.0,4.0,https://www.xeno-canto.org/366683,abythr1/XC366683.ogg
abythr1,[],"['call', 'flight call']",-0.3833,37.3112,Turdus abyssinicus,Abyssinian Thrush,Simon Gillings,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/467554,abythr1/XC467554.ogg
abythr1,[],"['call', 'song']",9.0134,38.761,Turdus abyssinicus,Abyssinian Thrush,Brian Henderson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/509507,abythr1/XC509507.ogg
abythr1,[],['call'],0.1699,35.6735,Turdus abyssinicus,Abyssinian Thrush,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/537876,abythr1/XC537876.ogg
abythr1,[],"['adult', 'flight call', 'sex uncertain']",-3.31,36.778,Turdus abyssinicus,Abyssinian Thrush,Abdulrahman Adam,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/620997,abythr1/XC620997.ogg
afbfly1,"['combul2', 'grbcam1']","['call', 'female', 'flight call', 'male', 'song']",-1.2231,35.028,Elminia longicauda,African Blue Flycatcher,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/200995,afbfly1/XC200995.ogg
afbfly1,[],['call'],6.0908,10.2966,Elminia longicauda,African Blue Flycatcher,Paweł Szymański,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/296098,afbfly1/XC296098.ogg
afbfly1,[],"['call', 'song']",-0.636,34.117,Elminia longicauda,African Blue Flycatcher,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/316010,afbfly1/XC316010.ogg
afbfly1,[],"['alarm call', 'call']",9.264,-1.8358,Elminia longicauda,African Blue Flycatcher,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/360444,afbfly1/XC360444.ogg
afbfly1,['combul2'],['call'],12.3747,-12.3227,Elminia longicauda,African Blue Flycatcher,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/405127,afbfly1/XC405127.ogg
afdfly1,[],['call'],-0.989,29.616,Muscicapa adusta,African Dusky Flycatcher,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/247896,afdfly1/XC247896.ogg
afdfly1,[],['call'],-1.0173,36.6781,Muscicapa adusta,African Dusky Flycatcher,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/289777,afdfly1/XC289777.ogg
afdfly1,[],['call'],-1.0173,36.6781,Muscicapa adusta,African Dusky Flycatcher,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/289790,afdfly1/XC289790.ogg
afdfly1,[],['call'],-33.9362,18.7612,Muscicapa adusta,African Dusky Flycatcher,Shannon Ronaldson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/298436,afdfly1/XC298436.ogg
afdfly1,"['tamdov1', 'yertin1', 'yewgre1']",['call'],-0.3882,36.96,Muscicapa adusta,African Dusky Flycatcher,Ciira Maina,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.5,https://www.xeno-canto.org/301601,afdfly1/XC301601.ogg
afdfly1,[],['call'],-0.636,34.117,Muscicapa adusta,African Dusky Flycatcher,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/313385,afdfly1/XC313385.ogg
afdfly1,['combul2'],['call'],-33.7147,26.372,Muscicapa adusta,African Dusky Flycatcher,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/316911,afdfly1/XC316911.ogg
afdfly1,"['amesun2', 'combul2']",['call'],-33.6533,26.4083,Muscicapa adusta,African Dusky Flycatcher,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/320822,afdfly1/XC320822.ogg
afdfly1,[],['call'],-33.4833,26.8333,Muscicapa adusta,African Dusky Flycatcher,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/324019,afdfly1/XC324019.ogg
afdfly1,[],['call'],-33.9305,18.7615,Muscicapa adusta,African Dusky Flycatcher,Liana Isabel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.5,https://www.xeno-canto.org/326422,afdfly1/XC326422.ogg
afdfly1,[],['call'],-1.278,34.9683,Muscicapa adusta,African Dusky Flycatcher,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/344501,afdfly1/XC344501.ogg
afdfly1,[],"['call', 'song']",3.8104,32.9224,Muscicapa adusta,African Dusky Flycatcher,Josh Engel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/352937,afdfly1/XC352937.ogg
afdfly1,[],"['call', 'male']",0.6559,35.5111,Muscicapa adusta,African Dusky Flycatcher,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/396575,afdfly1/XC396575.ogg
afdfly1,[],['call'],-33.9838,23.5478,Muscicapa adusta,African Dusky Flycatcher,Dawie de Swardt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/412147,afdfly1/XC412147.ogg
afdfly1,['chtapa3'],['call'],-0.3833,37.3112,Muscicapa adusta,African Dusky Flycatcher,Simon Gillings,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/467602,afdfly1/XC467602.ogg
afdfly1,[],['call'],-11.4261,24.6602,Muscicapa adusta,African Dusky Flycatcher,Dries Van de Loock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/585211,afdfly1/XC585211.ogg
afdfly1,[],['call'],-12.45,31.289,Muscicapa adusta,African Dusky Flycatcher,Dries Van de Loock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,http://xeno-canto.org/682079,afdfly1/XC682079.ogg
afecuc1,[],['call'],0.3894,33.0057,Chrysococcyx cupreus,African Emerald Cuckoo,Crammy Wanyama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/179668,afecuc1/XC179668.ogg
afecuc1,[],['call'],-33.9994,25.4743,Chrysococcyx cupreus,African Emerald Cuckoo,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/288081,afecuc1/XC288081.ogg
afecuc1,[],['call'],5.387,-4.0533,Chrysococcyx cupreus,African Emerald Cuckoo,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/328695,afecuc1/XC328695.ogg
afecuc1,[],['call'],-19.105,32.7533,Chrysococcyx cupreus,African Emerald Cuckoo,Niall Perrins,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/350089,afecuc1/XC350089.ogg
afecuc1,[],['call'],-3.3468,37.468,Chrysococcyx cupreus,African Emerald Cuckoo,Meena Haribal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/514216,afecuc1/XC514216.ogg
afecuc1,[],['call'],-3.3468,37.468,Chrysococcyx cupreus,African Emerald Cuckoo,Meena Haribal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/514296,afecuc1/XC514296.ogg
afecuc1,[],"['call', 'male']",0.4698,30.3672,Chrysococcyx cupreus,African Emerald Cuckoo,Phil Gregory,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/608584,afecuc1/XC608584.ogg
afecuc1,[],"['adult', 'call', 'sex uncertain']",-23.8881,29.9969,Chrysococcyx cupreus,African Emerald Cuckoo,Dawie de Swardt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/690136,afecuc1/XC690136.ogg
affeag1,[],['flight call'],-16.6153,27.0044,Haliaeetus vocifer,African Fish-Eagle,Gabriel A. Jamie,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/200576,affeag1/XC200576.ogg
affeag1,[],['call'],-0.5968,31.0106,Haliaeetus vocifer,African Fish-Eagle,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/227660,affeag1/XC227660.ogg
affeag1,[],['flight call'],0.8233,30.09,Haliaeetus vocifer,African Fish-Eagle,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/274009,affeag1/XC274009.ogg
affeag1,[],['call'],-0.66,30.92,Haliaeetus vocifer,African Fish-Eagle,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/282069,affeag1/XC282069.ogg
affeag1,[],['call'],-0.66,30.92,Haliaeetus vocifer,African Fish-Eagle,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,https://www.xeno-canto.org/282070,affeag1/XC282070.ogg
affeag1,[],['call'],-0.6143,34.0906,Haliaeetus vocifer,African Fish-Eagle,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/289490,affeag1/XC289490.ogg
affeag1,[],['call'],8.7661,38.9749,Haliaeetus vocifer,African Fish-Eagle,Guido O. Keijl,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/294654,affeag1/XC294654.ogg
affeag1,[],['call'],7.0534,38.4662,Haliaeetus vocifer,African Fish-Eagle,Guido O. Keijl,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/294899,affeag1/XC294899.ogg
affeag1,[],['call'],16.359,-16.2749,Haliaeetus vocifer,African Fish-Eagle,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/297600,affeag1/XC297600.ogg
affeag1,[],['call'],-33.6333,26.5754,Haliaeetus vocifer,African Fish-Eagle,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/309386,affeag1/XC309386.ogg
affeag1,[],['call'],-33.6323,26.5749,Haliaeetus vocifer,African Fish-Eagle,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/333167,affeag1/XC333167.ogg
affeag1,['hadibi1'],['call'],-0.7745,36.4185,Haliaeetus vocifer,African Fish-Eagle,Alex Borrini,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/340514,affeag1/XC340514.ogg
